COC1=CC=CC(=C1)C2=NC3=C(C=CC=C3N2)C(=O)N
CN1CCN(CC1)CC(=O)C2=CC3=C(C=C2)NC4=C3C5=C(C6=C4CCC6)C(=O)NC5=O
C1CCN(C1)C2CCN(CC2)CCC(=O)N3CCC4=C(C3)C5=C(C=C(C=C5)F)C(=O)N4
CC1=C2C(=CC=C1)C(=O)NC3=CC(=C(C=C32)NC(=O)CCl)C(F)(F)F
C1CN(CC=C1C2=CC=CC=C2)CC3=CC4=C(C=C3)C5=CC=CC=C5C(=O)N4
CCN(CC)CC(=O)C1=CC2=C(C=C1)NC3=C2C4=C(C5=C3CCC5)C(=O)NC4=O
C1CN(CC=C1C2=CC=CC=C2)CCCC3=CC4=C(C=C3)NC(=O)C5=CC=CC=C54
C1CNC(=O)C2=C3C1=C(NC3=CC=C2)C4=CC=CC=C4
COC1CCC(CC1)C2=NC3=C(C=CC=C3N2)C(=O)N
C1CSCC2=C1N(C(=O)NC2=O)CCC(=O)NCC(=O)N3CCN(CC3)C4=NC=CC(=C4)C(F)(F)F
C1CN(CC=C1C2=CC=CC=C2)CCCCC3=NNC(=O)C4=CC=CC=C43
CC1=NC2=C(C=CC=C2N1)C(=O)N
C1CNCC2=C1NC(=O)C3=C2C=CC(=C3)F
CN(CC1=CC=CC=C1)CC2=NC3=CC=CC4=C3N2CCNC4=O
CN(C)CCCOC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O
C1CSCC2=C1N(C(=O)NC2=O)CCC(=O)NCC(=O)C3=CC=C(C=C3)C4=NN=CC=C4
COC1=CC=C(C=C1)C2=NC3=C(C=CC=C3N2)C(=O)N
CC1=C2C=C(NC(=O)C2=CC=C1)CCN3CCC[C@@H]3CO
C1CCN(C1)CC2=CC=C(C=C2)C3=C4CCNC(=O)C5=C4C(=CC=C5)N3
C1=CC=C(C(=C1)C2=NC3=C(C=CC=C3N2)C(=O)N)Cl
C1=CC=C2C(=C1)C3=C(C=CC=N3)NC2=O
C1OC2=C(O1)C=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
CN1C2=CC=CC(=C2N=C1C3=CC=C(C=C3)OC)C(=O)N
C1=CC(=CC(=C1)C2=NC3=C(C=CC=C3N2)C(=O)N)CO
CC(C)[Si](C(C)C)(C(C)C)OCC1=CC=C(C=C1)C2=NC3=C(C=CC=C3N2)C(=O)N
COC1=C(C=C(C=C1)C2=NC3=C(C=CC=C3N2)C(=O)N)OCC=C
C1=CC(=CC(=C1)O)C2=NC3=C(C=CC=C3N2)C(=O)N
C1=CC(=C2C(=C1)NC(=N2)C3=CC=C(C=C3)Cl)C(=O)N
C1=CC=C(C(=C1)CO)C2=NC3=C(C=CC=C3N2)C(=O)N
COC1=C(C=C(C=C1)C2=NC3=C(C=CC=C3N2)C(=O)N)O
C1=CC(=CC(=C1)Cl)C2=NC3=C(C=CC=C3N2)C(=O)N
CCOC(=O)C1=CC=C(C=C1)C2=NC3=C(C=CC=C3N2)C(=O)N
C1=CC(=C2C(=C1)NC(=N2)C3=CC=C(C=C3)N)C(=O)N
C1=CC(=C2C(=C1)NC(=N2)C3=CC=C(C=C3)C#N)C(=O)N
C1=CC(=C2C(=C1)NC(=N2)C3=CC=C(C=C3)CO)C(=O)N
C1=CC(=C2C(=C1)NC(=N2)C3=CC=C(C=C3)C(F)(F)F)C(=O)N
C1=CC=C(C=C1)C2=NC3=C(C=CC=C3N2)C(=O)N
C1=CC=C(C(=C1)C2=NC3=C(C=CC=C3N2)C(=O)N)F
COC1=C(C=C(C=C1)C2=NC3=C(C=CC=C3N2)C(=O)N)OC
CN(C)C1=CC=C(C=C1)C2=NC3=C(C=CC=C3N2)C(=O)N
C1=CC(=CC(=C1)C(F)(F)F)C2=NC3=C(C=CC=C3N2)C(=O)N
CSC1=CC=CC=C1C2=C3CCNC(=O)C4=C3C(=CC=C4)N2
COC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC=C4)N2
CNC(=O)C1=C2CCNC(=O)C3=C2C(=CC=C3)N1
CN1C2=CC=CC3=C2C(=C1C4=CC=CC=C4)CCNC3=O
CN(C)CC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC=C4)N2
C1CN2C3=C(C=CC=C3N=C2C4=CC=C(C=C4)CO)C(=O)N1
C1CNC(=O)C2=C3C1=C(NC3=CC=C2)C4=CC(=CC=C4)C(F)(F)F
C1CNC(=O)C2=C3C1=C(NC3=CC=C2)C4=CC=CN4
CC(C)(C)C1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC=C4)N2
C1CN2C3=C(C=CC=C3N=C2C4=CC(=CC=C4)C(F)(F)F)C(=O)N1
C1CN2C3=C(C=CC=C3N=C2C4=CC=CC(=C4)CO)C(=O)N1
CN(C)CC1=CC(=CC=C1)C2=C3CNC(=O)C4=C3C(=CC=C4)N2
C1CNC(=O)C2=C3C1=C(NC3=CC=C2)C4=CC=CC=C4O
C1CNC(=O)C2=C3C1=C(NC3=CC=C2)C4=CC=C(C=C4)C(F)(F)F
C1CNC(=O)C2=C3C1=C(NC3=CC=C2)C4=CC=CC5=CC=CC=C54
CC(C)NC(=O)C1=C2CCNC(=O)C3=C2C(=CC=C3)N1
C1CN2C3=C(C=CC=C3N=C2C4=CC=CC=C4Cl)C(=O)N1
C1CNC(=O)C2=C3C1=C(NC3=CC=C2)C#N
C1CN(CCN1CC2=CC3=C(C=C2)OC4=CC=CC5=C4C3=NNC5=O)C6=NC=CC=N6
COC1=CC=C(C=C1)C2=CC3=C4N2CCNC(=O)C4=CC=C3
C/C(=N\\O)/C1=CN2CCNC(=O)C3=CC=CC1=C32
CC1=C(N2CCNC(=O)C3=CC=CC1=C32)C4=CC(=CC=C4)C(F)(F)F
C1CN(CCN1CC(=O)NC2=CC3=C(C=C2)C4=C(C3)C5=CC=CC=C5C(=O)N4)C6=CC=C(C=C6)F
C1CN2C(=C(C3=C2C(=CC=C3)C(=O)N1)/C=N/O)C4=CC=C(C=C4)F
C1CN2C(=CC3=C2C(=CC=C3)C(=O)N1)CCC4=CC=CC=C4
CNCC1=CC(=CC=C1)C2=CC3=C4N2CCNC(=O)C4=CC=C3
C1COCCN1CCCNS(=O)(=O)C2=C(C=C3C(=C2)CC4=C3NC(=O)C5=CC=CC=C45)F
CC1=CN2CCNC(=O)C3=CC=CC1=C32
C1CN2C=C(C3=C2C(=CC=C3)C(=O)N1)/C=N/O
C1CN2C=C(C3=C2C(=CC=C3)C(=O)N1)/C(=N/O)/C4=CC=CC=C4
C1C2=C(C=CC(=C2)N)C3=C1C4=CC=CC=C4C(=O)N3
CC1=C(N2CCNC(=O)C3=CC=CC1=C32)C4=CC=C(C=C4)F
C1CNCCN(C1)C(=O)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F
CN(C)CC1=CC(=CC=C1)C2=CC3=C4N2CCNC(=O)C4=CC=C3
C1CN2C(=C(C3=C2C(=CC=C3)C(=O)N1)C=O)C4=CC=C(C=C4)Cl
C1CN2C(=CC3=C2C(=CC=C3)C(=O)N1)C4=CC=CC=C4
CCCNC(=O)NC1=CC2=C(C=C1)C3=C(C2)C4=CC=CC=C4C(=O)N3
C1CN(CC(=O)N1)CC2=CC3=C(C=C2)OC4=CC=CC5=C4C3=NNC5=O
COCCN1CCN(CC1)CC2=CC3=C(C=C2)OC4=CC=CC5=C4C3=NNC5=O
C1COCCN1CCCC(=O)NC2=CC3=C(C=C2)C4=C(C3)C5=CC=CC=C5C(=O)N4
CC(C)N1CCN(CC1)CC2=CC3=C(C=C2)OC4=CC=CC5=C4C3=NNC5=O
C1CN2C=C(C3=C2C(=CC=C3)C(=O)N1)CO
C1CN2C(=C(C3=C2C(=CC=C3)C(=O)N1)C#N)C4=CC=C(C=C4)F
C1C2=C(C=CC(=C2)NC(=O)CO)C3=C1C4=CC=CC=C4C(=O)N3
C/C(=N\\O)/C1=C(N2CCNC(=O)C3=CC=CC1=C32)C4=CC=C(C=C4)F
CC1=C(N2CCNC(=O)C3=CC=CC1=C32)C4=CC=CC=C4
CO/N=C\\C1=CN2CCNC(=O)C3=CC=CC1=C32
CN(C)CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C4=CC=CC=C4C(=O)N3
C1CN2C(=CC3=C2C(=CC=C3)C(=O)N1)C4=CC=CC=N4
C1CC2=C3C(=C4C=CNC4=C2C1)C(=O)NC3=O
CCN(CCO)CC1=CC2=C(C=C1)OC3=CC=CC4=C3C2=NNC4=O
C1CC(CN(C1)CC2=CC3=C(C=C2)OC4=CC=CC5=C4C3=NNC5=O)O
C1CN(CC1O)CC2=CC3=C(C=C2)OC4=CC=CC5=C4C3=NNC5=O
C1C(C(=O)N(C1=O)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F)C5=CC=CC=C5
C1COCCN1CCNCC2=CC3=C(C=C2)OC4=CC=CC5=C4C3=NNC5=O
C1CN(CCC1CCO)CC2=CC3=C(C=C2)OC4=CC=CC5=C4C3=NNC5=O
C1CN(CCC1O)CC2=CC3=C(C=C2)OC4=CC=CC5=C4C3=NNC5=O
C1CN(CCC12OCCO2)CC3=CC4=C(C=C3)OC5=CC=CC6=C5C4=NNC6=O
CC(C(=O)N1CCN(CC1)C(=O)C2=CC=CC(=C2)COC3=CC=CC=C3C(=O)N)OC4=CC=CC=C4
C1CC(=O)N(C(=O)C1)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F
C1CC2=C(C1)C3=C(C4=C2C(=O)NC4)C5=C(N3)C=CC(=C5)CN
C1C(CN1CC2=CC3=C(C=C2)OC4=CC=CC5=C4C3=NNC5=O)O
C1CN(CCC1=O)CC2=CC3=C(C=C2)OC4=CC=CC5=C4C3=NNC5=O
C1CC(CCC1NCC2=CC3=C(C=C2)OC4=CC=CC5=C4C3=NNC5=O)O
CCN(CC)CCN(C)CC1=CC2=C(C=C1)OC3=CC=CC4=C3C2=NNC4=O
C1CC(=O)N(C1=O)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F
C1CN(CCN1)C(=O)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F
C1CN2C(=C(C3=C2C(=CC=C3)C(=O)N1)/C=N/O)C4=CC=C(C=C4)Cl
C1CNC(=O)C2=C3C1=C(NC3=CC=C2)C4=CC(=CC=C4)N
C1CNC(=O)C2=C3C1=C(NC3=CC=C2)C4=CC5=C(C=C4)NC=C5
C1CNC(=O)C2=C3C1=C(NC3=CC=C2)C4=CN=CC=C4
C1CNC(=S)C2=C3C1=C(NC3=CC=C2)C4=CC=CC=C4
C1CNC(=O)C2=C3C1=C(NC3=CC=C2)C(=O)NC4=CC=CC=C4
C[C@]1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N
CC(C)(C1=NC2=C(C=CC=C2N1)C(=O)N)N
C[C@@]1(CCC(=O)N1)C2=NC3=C(C=CC=C3N2)C(=O)N
CCCNC(C)(C)C1=NC2=C(C=CC=C2N1)C(=O)N
CC(C)(C1=NC2=C(C=CC=C2N1)C(=O)N)NCCC3=CC=CC=C3
CC(C)NC(C)(C)C1=NC2=C(C=CC=C2N1)C(=O)N
CC(C)(C1=NC2=C(C=CC=C2N1)C(=O)N)NC3CCCC3
C1CC1(C2=NC3=C(C=CC=C3N2)C(=O)N)N
C1CC(C1)(C2=NC3=C(C=CC=C3N2)C(=O)N)N
CC(CCN)C1=NC2=C(C=CC=C2N1)C(=O)N
CC(CCNC1CCCC1)C2=NC3=C(C=CC=C3N2)C(=O)N
CC(C1=NC2=C(C=CC=C2N1)C(=O)N)N
CCCNC(C)C1=NC2=C(C=CC=C2N1)C(=O)N
CC(C1=NC2=C(C=CC=C2N1)C(=O)N)NCC3CC3
CC(C)NC(C)C1=NC2=C(C=CC=C2N1)C(=O)N
CC(C1=NC2=C(C=CC=C2N1)C(=O)N)NC3CCCC3
CC(C1=NC2=C(C=CC=C2N1)C(=O)N)NC3CCCCC3
CC(C1=NC2=C(C=CC=C2N1)C(=O)N)NCCC3=CC=CC=C3
CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N
C[C@@]1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N
CC1(CCCN1C)C2=NC3=C(C=CC=C3N2)C(=O)N
CC(C)N1CCCC1(C)C2=NC3=C(C=CC=C3N2)C(=O)N
CC1(CCCN1C2CCC2)C3=NC4=C(C=CC=C4N3)C(=O)N
CC1(CCNC1)C2=NC3=C(C=CC=C3N2)C(=O)N
CC(C)N1CCC(C1)(C)C2=NC3=C(C=CC=C3N2)C(=O)N
CC1(CCN(C1)CCC2=CC=CC=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
CC1(CCN1)C2=NC3=C(C=CC=C3N2)C(=O)N
CC(C)N1CCC1(C)C2=NC3=C(C=CC=C3N2)C(=O)N
CC1(CNC1)C2=NC3=C(C=CC=C3N2)C(=O)N
CC1(CCCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N
CCCN1CCCCC1(C)C2=NC3=C(C=CC=C3N2)C(=O)N
CC(C)N1CCC(CC1)(C)C2=NC3=C(C=CC=C3N2)C(=O)N
CC1(CCCNCC1)C2=NC3=C(C=CC=C3N2)C(=O)N
CC1(CCCN(CC1)C2CCCC2)C3=NC4=C(C=CC=C4N3)C(=O)N
CC1(CCN(C1)CC2=CC=CC=C2F)C3=NC4=C(C=CC=C4N3)C(=O)N
C[C@@]1(CCCN1)C2=NC3=C(C=C(C=C3N2)Cl)C(=O)N
C[C@@]1(CCCN1)C2=NC3=C(C=C(C=C3N2)F)C(=O)N
C[N+](C)(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32.[Cl-]
C1CC2=C(C1)C3=C(C4=C(N3)C=CC(=C4)C5=CSC(=N5)N)C6=C2C(=O)NC6=O
C1CNCCC1C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
C1CCNC(C1)C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
CN1CCCCC1C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
CC(C)N1CCCCC1C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
C1CC(CNC1)C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
CC(C)N1CCCC(C1)C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
CN1CCCC(C1)C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
CN1CCC(CC1)C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
CC(C)N1CCC(CC1)C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
CC(C)N1CCC(C1)C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
CC(C)N1CCCC1C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
C1CC(NC1)C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
C1CCNC(C1)C2=CC(=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N)F
CN1CCCC1C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
CN1CCC(C1)C2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
C1CC(NC1)C2=CC=C(C=C2)C3=NC4=C(C=C(C=C4N3)Cl)C(=O)N
C1CC(NC1)C2=CC=C(C=C2)C3=NC4=C(C=C(C=C4N3)F)C(=O)N
C1CC(NC1)C2=CC(=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N)F
C1CC(NC1)C2=CC(=C(C=C2)C3=NC4=C(C=C(C=C4N3)F)C(=O)N)F
C1CCNC(C1)C2=CC(=C(C=C2)C3=NC4=C(C=C(C=C4N3)F)C(=O)N)F
C1CCNC(C1)C2=CC=C(C=C2)C3=NC4=C(C=C(C=C4N3)F)C(=O)N
C1C[C@@H](NC1)C2=CC(=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N)F
C1C[C@H](NC1)C2=CC(=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N)F
C1COCCN1C2=NC=C(C=C2)CNC(=O)CC3=NNC(=O)C4=CC=CC=C43
C1CNC(CN1)C2=NC3=C(C=CC=C3N2)C(=O)N
CCCN1CCC(C1)C2=NC3=C(C=CC=C3N2)C(=O)N
CC(C)N1CCC(CC1)C2=NC3=C(C=CC=C3N2)C(=O)N
CC(C)N1CCC(C1)C2=NC3=C(C=CC=C3N2)C(=O)N
C1CNCC1C2=NC3=C(C=CC=C3N2)C(=O)N
CC(C)N1CCCC(C1)C2=NC3=C(C=CC=C3N2)C(=O)N
CN1CCC(CC1)C2=NC3=C(C=CC=C3N2)C(=O)N
CN1CCN(C(C1)C2=NC3=C(C=CC=C3N2)C(=O)N)C
CC1CC(=O)N(C1=O)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F
CN1CC(=O)N(C(=O)C1)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F
C1=CC=C2C(=C1)C(=NNC2=O)CC3=CC(=CC=C3)N4C(=O)C=CC4=O
C1CC(=O)N(C1)C2=CC=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43
C/C(=N/O)/C1=C(N2CCNC(=O)C3=CC=CC1=C32)C4=CC=C(C=C4)F
C1CCN(CC1)CC2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
C1CCN(C1)CC2=CC(=CC=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
C1CCN(C1)CC2=CC=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N
CN(C)CC1=CC(=CC=C1)C2=NC3=C(C=CC=C3N2)C(=O)N
COC1=C(C(=C(C(=C1)/C=N/NC(=S)N)Br)Br)OC
CCOC(=O)C1=CC=C(C=C1)CCC2=NC3=CC=CC4=C3N2CCNC4=O
COCCCN1CC2=C(C1=O)C(=CC=C2)C(=O)N
C1CNCCN(C1)C(=O)C2=C(C=CC(=C2)CC3=CNC(=O)C4=CC=CN43)F
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CC4=CC=CC=C4
C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F
C1CNC(=O)C2=C1C3=C(C=C2)NC=C3CCN
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CC4=CC=NC=C4
CN(C)C(=O)CCC(=O)N1CCC2=C3C1CNC(=O)C3=CC=C2
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)OC4=CC=CC=C4
C1CCN(CC1)CC(=O)N2CCC3=C4C2CNC(=O)C4=CC=C3
C1CN(CCC1C2=CC=CC=C2)CC(=O)N3CCC4=C5C3CNC(=O)C5=CC=C4
COC1=CC=C(C=C1)CC(=O)N2CCC3=C4C2CNC(=O)C4=CC=C3
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CCN4C=NC5=CC=CC=C54
CC1=CSC(=N1)CC(=O)N2CCC3=C4C2CNC(=O)C4=CC=C3
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CCCC(=O)O
C1CNCC1C(=O)N2CCC3=C4C2CNC(=O)C4=CC=C3
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)C4CNC4
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CC4=CC=C(C=C4)C#N
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CC4=CC=C(C=C4)OCC5=CC=CC=C5
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CCC4=NC=CN=C4
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CN4CCN(CC4)C5=CC=CC=C5
CN1C=C(C=N1)CCC(=O)N2CCC3=C4C2CNC(=O)C4=CC=C3
CCN(CC)CC1=CC=C(C=C1)C(=O)N2CCC3=C4C2CNC(=O)C4=CC=C3
C1CNCCN(C1)C(=O)C2=CC(=CC=C2)C(=O)N3CCC4=C5C3CNC(=O)C5=CC=C4
C1CN(C2CNC(=O)C3=CC=CC1=C23)S(=O)(=O)CC4=CC=CC=C4
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)NCC4=CC=CC=C4
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)OCC4=CC=CC=C4
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CC4=CC=C(C=C4)Br
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)C4=CC=C(C=C4)Cl
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CCC4=CC=CC=C4
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)NC4=CC=CC=C4
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CC4=CC=C(C=C4)Cl
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CC4=CC(=CC=C4)Cl
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CC4=CC=CC=C4Cl
CC1=C(SC2=CC=CC=C12)CC(=O)N3CCC4=C5C3CNC(=O)C5=CC=C4
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)C4=CC=CC=C4
CN1CCN(CC1)CC(=O)N2CCC3=C4C2CNC(=O)C4=CC=C3
C1CN(C2CNC(=O)C3=CC=CC1=C23)C(=O)CC4=CN=CC=C4
