maxHssNH,maxsF,nHBint8,SsF,minssNH,minHBint4,minsF,n6HeteroRing,minHssNH,SpMin1_Bhp,mindsCH,SHssNH,SpMin1_Bhe,nT6HeteroRing,MDEO-11,BCUTp-1h,minHBint8,SHCsatu,GATS1s,minHBd,nF,SpMin1_Bhi,nsF,MDEN-22,maxHBd,SpMin1_Bhv,minHBint2,minHCsatu,nHBint4,ATSC8c,AATSC0i,mindsN,ATSC8e,AATSC8c,maxHCsatu,maxHdsCH,MATS8c,minwHBa,ndssC,nT10HeteroRing,nF10HeteroRing,SM1_Dzi,mindssC,BCUTw-1l,BCUTc-1h,SpMax1_Bhv,ATSC6e,SpMax2_Bhm,SpMax1_Bhp,SHBd,SpMax3_Bhs,SpMin1_Bhm,mindO,BCUTw-1h,n6Ring,nT6Ring,AATSC8e,MATS8e,nT10Ring,nF10Ring,ATSC0s,SM1_Dzp,nHeteroRing,ATSC6c,WTPT-4,nHssNH,nssNH,maxHother,SpMax1_Bhm,MDEC-33,SpMax1_Bhe,MLFER_A,C3SP2,SpMax1_Bhi,BCUTp-1l,WTPT-5,piPC9,SCH-6,MLFER_BO,piPC10,nN,nTRing,nAtomP,MLFER_BH,ATSC0i,SpMax2_Bhp,SpMin2_Bhp,SpMax1_Bhs,minHCsats,fragC,AATSC6c,SM1_Dzv,MATS6c,SpMax2_Bhs,ASP-7,SpMax8_Bhs,MPC9,SpMax_Dt,EE_Dt,SpAD_Dt,GGI7,GGI8,nssCH2,SpMax5_Bhi,minHdsCH,WTPT-3,MPC10,SpMax4_Bhs,SHdsCH,TPC,GATS1e,SpDiam_Dt,JGI10,ASP-1,GATS3s,SpMax7_Bhs,R_TpiPCTPC,SpMax6_Bhs,ATS3s,SpMAD_Dt,gmin,SM1_Dze,SpMax5_Bhe,nHBAcc2,MATS1s,nRing,SP-6,BCUTc-1l,TpiPC,MATS6s,hmax,ATS4s,SM1_Dzs,SP-7,nX,SpMax2_Bhi,WTPT-2,MDEC-23,SpMax6_Bhm,SpMax5_Bhv,RotBtFrac,MPC8,MATS6e,MPC5,SP-5,ATSC7e,minHBa,SpMin2_Bhe,ASP-6,nBondsD2,SpMax2_Bhv,nBondsS3,ATSC8m,minssCH2,GGI9,AATSC6e,MIC0,VCH-6,SpMax6_Bhp,ATS8m,AATSC0m,AVP-7,MPC4,MWC9,MPC7,minHother,nHBAcc,nFRing,SpMin5_Bhp,ETA_Epsilon_3,piPC8,SpMax5_Bhp,MLFER_S,SpMax2_Bhe,SpMin8_Bhp,ASP-5,SP-4,ETA_Psi_1,ETA_dPsi_A,AVP-6,nHCsatu,SM1_Dzm,AVP-5,VR1_Dzs,ATS8s,SpMin2_Bhi,VP-7,SRW10,AATSC7e,MWC8,IC2,SP-3,VP-5,ASP-3,nwHBa,ETA_Shape_P,SpMin2_Bhv,ATS7s,SRW8,IC3,ATSC0e,ndsN,MPC3,ATS6i,SC-5,MWC5,WPOL,SpMax3_Bhp,minsssN,VR3_Dzp,VR3_Dze,ATS6e,VR3_DzZ,VR3_Dzm,ETA_Eta_L,SpMax4_Bhi,VCH-7,nHBa,ASP-2,SpMin5_Bhv,AATS8m,VR3_Dzi,ndsCH,nHdsCH,MWC7,SpMin8_Bhe,SpMax8_Bhi,SpMin5_Bhi,ASP-0,AATSC0v,MPC6,MDEN-23,MATS8m,VR2_Dze,ATS6p,MWC10,AATSC8m,MATS7e,SpMin8_Bhv,TSRW,SpMin7_Bhm,ATS3i,ECCEN,TIC5,IC0,ETA_BetaP_s,ATS2e,SpMax3_Bhv,ATS6s,SpMin3_Bhm,Mare,SpMax7_Bhp,VR1_D,Inhibitor
0,0,0,0,0,0,0,1,0,2.028051,0,0,1.951427,1,0,12.008572,0,0,1.004314,0,0,1.929472,0,0,0,2.030917,0,0,0,-0.028027,1.498941,0,-0.080691,-0.00033,0,0,-0.056673,1.852549,0,2,2,0.450499,0,11.994314,0.039828,3.91198,-0.089049,3.650006,3.910877,0,3.725589,2.023445,0,31.972072,3,3,-0.000949,-0.051254,2,2,22.327913,-1.036364,2,-0.001234,0,0,0,0.34539,3.936942,4.251415,3.972982,0.003,0,4.001096,5.93302,6.808117,7.033396,0.413212,1.06,7.115506,2,7,13,1.06,61.456588,3.666746,1.783441,4.075667,0.321988,156.03,-0.000012,-0.638649,-0.002039,3.906706,0.028883,2.682877,140,244.956415,244.956415,493.81617,0.258751,0.094482,4,3.045956,0,10.000153,120,3.280543,0,879,1.00472,332.517219,0,0.429569,1.336568,2.870098,5.35214,2.902928,167.75,23.515056,-8.893624,0.280526,2.959539,2,0.001911,4,4.142802,-0.335195,8.456494,-0.017115,1.335942,177.527778,4.050439,3.29269,0,3.816854,2.09875,21.899925,2.741958,2.836067,0.125,132,-0.046229,86,5.983116,-0.023633,-8.893624,1.719372,0.043608,0,3.658615,12,-304.702386,1.297269,0.03125,-0.000856,9.656273,0.245625,2.751715,1963.962889,31.478546,0.01282,66,11.027751,114,0.18539,2,3,1.229605,0.44737,6.700808,2.847301,1.468,3.757199,0.893868,0.069571,7.165196,0.59036,0.12393,0.022129,0,0.285,0.038479,192.410453,134,1.695701,1.461499,10.089511,-0.000227,10.12523,3.838902,8.050043,3.309214,0.171278,12,0.05102,1.802442,172.25,8.393216,4.461091,0.75939,0,47,16040.8791,0.247194,7.416378,33,3.623043,2.513316,10.470933,10.579971,753.293936,10.581005,10.580862,4.90091,3.291707,0.289567,3,0.274597,1.257065,23.105446,10.620721,0,0,9.218408,0.736009,2.774072,0.974156,0.677802,53.842851,95,0,-0.113879,7.341616,145.729986,11.936106,-3.584734,-0.012269,0.940487,10.322461,1.098161,16432.90466,342,186.904745,1.231962,0.66667,592.939208,3.617662,196.666667,1.767772,0.952585,2.610646,173.404442,0
0.280432,0,0,0,3.108549,1.431725,0,0,0.280432,1.775969,0,0.280432,1.580886,0,1.5,8.355476,0,0,1.177326,0.280432,0,1.53538,0,0,0.584759,1.803225,-1.002076,0,2,-0.100261,1.468291,0,-0.884686,-0.004178,0,0,-0.148519,0,0,0,0,0.809231,0,11.999,0.4334,3.515772,-0.306168,3.461027,4.00684,1.910527,4.276984,1.803388,10.584885,31.972073,0,0,-0.036862,-0.304664,0,0,81.236918,-3.319164,0,-0.17721,7.058233,1,1,0,4.58555,0,3.637216,1.253,0,3.683589,3.613094,5.361804,1.609438,0,3.418,0,2,0,4,3.392,39.643866,3.402621,1.53987,5.375577,0.349967,11.07,-0.004789,-1.520475,-0.170274,4.418427,0.064017,2.037094,3,45.064189,45.064189,90.128378,0.09375,0.074074,5,2.561619,0,18.504833,0,3.891648,0,78,1.272507,71.756659,0,0.505515,0.66336,2.535347,1.141026,3.038278,130.054012,7.510698,-4.703767,1.005518,2.422548,5,-0.350836,0,0.541053,-0.3305,4.49981,-0.041976,0.912535,133.523148,-1.815453,0.320083,0,3.539875,1.869376,0,1.886722,2.070822,0.909091,4,-0.068391,7,0.890165,-0.75527,-1.713657,1.437414,0.090176,1,3.363979,10,-422.646049,0.669439,0,-0.008275,26.495014,0,1.795517,1266.522156,80.905245,0.053801,8,8.906122,5,0,5,0,0.763739,0.42632,1.791759,2.156594,2.473,3.532829,0.321968,0.127166,1.43566,0.53026,0.18403,0.075221,0,2.270376,0.103808,43.746242,80.666667,1.422008,0.269004,8.445267,-0.024364,8.231908,3.810081,2.28033,0.726658,0.25337,0,0.22826,1.620844,95.479938,7.023759,4.162295,3.266789,0,9,6279.093497,0,5.97381,9,3.13133,0,4.808417,5.300842,280.55852,5.000384,5.003582,4.22894,3.001932,0,6,0.390648,0.824126,52.771756,4.988277,0,0,7.434257,0.119889,2.021508,0.247226,0.787479,49.539033,6,0,-0.217665,6.906488,42.912476,9.708263,-17.610252,-0.201365,0.420321,8.726319,0.555743,9620.724883,156,110.381963,1.904225,0.60417,361.12193,3.056965,92.859568,1.241655,0.987259,1.440577,98.664023,0
0,0,0,0,0,0,0,0,0,1.820825,0,0,1.617509,0,1.44225,7.655445,0,1.3925,0.926293,0.563264,0,1.583235,0,0,0.797046,1.81489,7.792082,0.649375,0,0.048768,1.169056,0,0.087491,0.048768,0.743125,0,1.238257,-1.165509,2,0,0,0.917786,-1.165509,11.98874,0.347956,3.519505,1.697546,3.348804,3.508662,2.139996,4.281997,1.80102,9.877862,16.00628,0,0,0.087491,0.499197,0,0,92.21345,-4.847359,0,0.289459,9.482671,0,0,0,3.605105,1.310371,3.685174,1.112,0,3.714799,3.736036,2.449244,0,0,1.246,0,1,0,3,1.229,22.212059,3.105848,1.538403,5.310349,0.592361,9.05,0.020676,-1.915303,0.524967,5.303507,0,1.545684,0,28.117007,28.117007,56.234015,0,0,2,2.233003,0,11.931915,0,4.280686,0,55,0.990629,43.083938,0,0.504065,0.969625,2.1295,1.345455,3.05146,190.722222,5.623401,-1.165509,1.134242,2.100968,5,-0.211622,0,0.3849,-0.336407,4.317488,0.710404,0.797046,156.277778,3.633016,0,0,3.392464,1.832375,3.532776,1.739378,1.631573,0.777778,0,0.691831,6,0.718234,-0.731565,5.001898,1.218764,0.096225,2,3.155837,7,45.369442,-0.200926,0,0.121253,17.297031,0,1.320887,1.016064,42.694999,0,6,8.844048,0,0,5,0,0.523617,0.425,0,1.657883,0.931,3.398867,0.071998,0.119706,0.929558,0.40446,0.30983,0.013204,2,1.139562,0.032461,46.533754,1,1.212931,0,8.308692,-0.121928,8.109826,3.616349,2.33743,0.194764,0.259714,2,0.40945,1.486867,28,6.882437,3.826875,3.330023,0,9,2541.181432,0.235702,5.872118,9,2.497904,0,4.711841,4.421548,133.96104,4.422582,4.42269,2.53253,2.739931,0,5,0.381136,0.575411,1.016064,4.526547,0,0,7.356918,0.449476,1.753024,0.09147,0.814626,41.150156,4,0,1.062641,8.3225,9.006288,9.596215,45.369442,-0.695678,0.11833,8.587279,0.130709,6773.163364,85,68.462695,1.714298,0.575,235.083052,2.561576,205.333333,0.908408,1.039368,1.234304,99.559057,0
0,0,0,0,0,0,0,0,0,1.95489,0,0,1.834164,0,0.5,10.44576,0,0.54375,0.799133,0.396528,0,1.794211,0,0,0.656814,1.977695,6.946508,0.54375,0,0.011744,1.247959,0,0.040211,0.005872,0.54375,0,0.369095,-0.706157,1,0,0,0.571518,-0.706157,11.9,0.259484,3.730154,-1.307114,3.333173,3.740498,1.053342,3.927212,2.013804,10.576064,15.99592,1,1,0.020105,0.25931,0,0,60.561303,-2.68277,0,-0.208844,4.788367,0,0,0,3.731813,0,3.831447,0.768,0,3.873246,4.125401,2.465751,0,0.088388,0.935,0,1,1,3,0.922,36.190805,3.236439,1.587693,5.416129,0.266752,12.03,-0.004641,-1.117314,-0.291723,4.390218,0.050162,2.08324,0,51.599205,51.599205,103.19841,0,0,7,2.854045,0,7.254118,0,3.602201,0,123,0.866183,72.446702,0,0.473689,0.674422,2.380722,1.130081,2.902423,173.125,8.599867,-0.706157,0.637253,2.756394,3,-0.071169,1,0.817514,-0.331958,4.941642,-0.358804,0.656814,207.416667,2.122068,0.401293,0,3.457954,1.943342,2.337478,1.990656,2.455702,0.416667,4,-0.374636,20,1.975144,-0.322594,5.623194,1.368754,0.068126,1,3.241301,11,47.957841,0.253472,0,-0.029047,13.343247,0.088388,1.949851,2.032128,34.918605,0.026285,21,9.890858,8,0,3,0,1.034636,0.43333,1.94591,2.463107,0.829,3.428749,0.425347,0.098757,2.869817,0.53871,0.17558,0.045615,1,0.641031,0.068309,184.311689,2,1.325778,0.210282,9.226706,-0.021506,9.068431,3.272665,3.505475,1.366184,0.194749,1,0.19162,1.592199,37.5,7.58121,3.702472,2.248483,0,18,8108.744999,0,6.505784,15,2.919034,0,5.215725,6.416433,349.070328,6.420672,6.418627,4.50349,3.072481,0.125,3,0.313262,1.059955,1.016064,6.23405,0,0,8.196712,0.037619,2.141548,0.604146,0.752258,47.365711,12,0,0.686709,17.498606,27.759062,10.762213,23.97892,-0.277379,0.522082,9.445017,0.666206,13274.14917,108,108.126561,1.409147,0.5625,409.393136,2.942741,140.833333,1.372874,0.965103,1.627874,110.271616,0
0,0,0,0,0,0,0,1,0,1.969544,0,0,1.838734,1,0,10.743623,0,0.631757,0.42963,0.472895,0,1.81028,0,1.650964,0.472895,1.950289,0,0.631757,0,0.079679,1.701747,0,-0.070196,0.001398,0.631757,0,0.128272,0.826035,0,0,0,1.351498,0,11.988318,0.144927,3.973739,0.061886,3.842016,3.958848,0.472895,3.959509,1.889906,0,14.014994,1,1,-0.001232,-0.030959,0,0,34.4729,-3.109091,3,0.071476,0,0,0,0.722957,4.058147,5.479914,4.082276,0.416,2,4.125164,4.27507,18.370896,7.331262,0.438832,1.36,7.705386,6,5,14,1.445,69.771622,3.757012,1.875554,4.650398,0.328428,170.06,0.00076,-1.915948,0.069774,4.211095,0.029425,2.518719,110,207.827948,207.827948,415.655896,0.17184,0.135802,5,3.308881,0,18.370896,119,3.55961,0,811,0.772732,297.573171,0.004115,0.437096,0.690999,2.850628,8.945476,3.016948,248.333333,18.071995,0.166484,0.841578,3.231471,4,0.165221,4,4.035027,-0.294576,8.889554,-0.206935,0.722957,273.944444,1.94902,2.9719,0,3.953689,2.078114,18.325586,2.834023,3.027391,0.153846,110,0.01655,77,5.501421,-0.544822,1.967397,1.707647,0.045853,0,3.759705,10,-188.78407,0.509054,0.09564,0.000658,12.52662,0.173146,2.739466,3630.676993,33.136086,0.007196,70,11.06095,101,0.54761,6,1,1.461055,0.44603,7.161273,3.004767,2.645,3.89673,1.04829,0.071447,7.808342,0.58919,0.1251,0.014091,1,0.855001,0.025752,261.743262,158.583333,1.658431,0.726768,10.04338,-0.008513,10.164428,4.577064,8.732269,1.982897,0.171221,10,0.0367,1.874271,165.388889,8.388678,4.820967,1.63094,0,51,15863.36915,0.327721,7.47817,33,3.558606,0,12.151719,12.906866,712.212128,12.917696,12.916179,5.67049,3.472183,0.208898,2,0.271663,1.48279,63.696088,14.209885,0,0,9.267382,0.810349,2.805033,1.243106,0.68035,48.94106,88,1.154701,-0.099951,11.895815,110.062046,11.959129,-3.312001,-0.214003,1.052074,10.337929,1.227303,17101.73024,419,197.659632,1.453764,0.67391,603.803152,3.561991,265.277778,1.724171,0.980683,2.548572,240.537258,0
0,0,0,0,0,1.332045,0,1,0,1.940196,2.344046,0,1.794736,1,0.5,13.806334,0,1.863468,0.731726,0.566128,0,1.768804,0,0,0.566128,1.950307,6.369786,0.398583,1,-0.117424,1.531141,0,-0.242952,-0.001048,0.600429,0.352595,-0.109839,-0.625045,6,0,0,0.397717,-0.625045,11.99794,0.263338,3.873519,-0.821062,3.951368,3.935134,0.566128,3.86887,1.950672,11.251487,31.973791,1,1,-0.002169,-0.043307,0,0,60.387819,-1.834494,3,-0.052133,4.837251,0,0,0.352595,4.119019,6.087302,3.896923,0.591,3,3.907584,4.240953,3.443501,5.627621,0.455118,1.303,5.713733,1,3,10,1.223,76.557072,3.718112,1.798269,4.903262,0.393554,129.05,-0.000401,-0.802156,-0.042013,3.873358,0.034747,2.872186,65,201.002501,201.002501,402.005002,0.23434,0.182949,6,3.28301,0.293932,14.370911,68,3.667657,1.618022,587,0.776231,283.601292,0.009621,0.446613,0.807268,2.94821,2.955707,3.326102,261.530864,16.0802,-0.953372,0.779965,3.259537,3,-0.056572,3,3.233926,-0.331378,7.459339,-0.071511,0.600429,306.487997,-2.029325,2.293322,0,3.83404,2.02399,18.9564,2.912642,3.058684,0.333333,65,-0.126092,63,4.990858,-0.027739,-0.953372,1.727686,0.051332,6,3.648895,21,687.968868,0.726091,0.22,-0.006316,17.339865,0.370736,2.887586,5497.485054,57.076447,0.019394,60,10.896165,66,0.293932,3,0,1.426513,0.44085,5.549076,3.040414,1.547,3.790303,1.146157,0.07922,7.208518,0.63773,0.07656,0.03095,4,1.891749,0.053795,195.358974,197.191358,1.694172,1.279997,9.978827,-0.000222,10.029106,4.503465,8.871546,3.389072,0.184824,11,0.13089,1.819441,261.611111,8.364275,4.773661,2.504476,0,48,20228.56861,0.470228,7.424762,35,3.649309,2.352903,13.465338,13.222219,964.91792,13.043031,13.042663,7.8925,3.491774,0.289937,5,0.291232,1.418529,49.084688,13.672104,5,5,9.15831,0.928903,2.985389,1.218656,0.712448,56.009258,63,0,0.10762,7.924916,178.805104,11.767963,6.142579,-0.00443,1.200563,10.262909,1.276568,18539.37671,496,238.683034,1.513157,0.59,698.822584,3.637993,281.055556,1.668749,0.9596,2.780567,238.835858,0
0,0,0,0,0,0,0,0,0,1.994622,1.64358,0,1.93716,0,0.5,11.533227,0,1.881624,0.736985,0.563955,0,1.921602,0,0.166667,0.563955,2.002318,6.60399,0.549411,0,0.027062,1.534483,4.936674,0.085536,0.000145,0.756102,0.558642,0.014517,-0.920786,13,0,0,1.247267,-0.920786,11.98832,0.362264,3.934736,-0.356375,3.898678,3.928216,0.563955,3.913447,2.014503,11.710139,16.006036,4,4,0.00046,0.010079,0,0,66.256844,-4.237316,2,-0.001326,4.855287,0,0,0.558642,3.989132,16.130611,4.014006,0.591,6,4.047009,4.446596,13.296555,7.939872,0.752623,1.618,8.315077,4,8,18,1.783,105.879311,3.888468,1.926982,4.720164,0.367999,454.06,-0.000007,-2.075287,-0.000668,4.018042,0.027058,3.30136,329,535.922391,535.922391,1071.844781,0.809028,0.503929,3,3.592716,0.474351,18.151842,389,3.865419,7.002707,1956,0.798495,748.044655,0.006343,0.430452,0.634138,3.499347,6.286299,3.649399,443.694444,27.4832,-0.920786,1.058042,3.54241,6,-0.083085,6,8.167607,-0.33117,9.417111,-0.055571,0.756102,509.361111,2.031794,6.277552,0,3.956838,2.078764,41.466254,3.224199,3.428817,0.25,285,-0.039446,166,11.314076,-0.263902,2.150091,1.856196,0.042987,15,3.88771,29,-83.752214,0.678696,0.404707,-0.0018,12.337325,0.232823,3.194143,8867.683858,32.603096,0.00671,127,11.74889,232,0.474351,6,2,1.718352,0.44579,7.582229,3.434223,3.224,3.936078,1.373483,0.068157,13.450736,0.61665,0.09764,0.012528,3,1.068532,0.023349,448.411468,416.611111,1.836594,1.556624,10.732672,-0.001306,10.831766,4.752472,15.252667,3.876009,0.167612,27,0.11545,1.929366,461.722222,9.040856,5.524979,3.148381,2,91,30826.54882,0.828275,8.083637,69,3.785701,2.150091,24.993678,24.195605,1474.519924,24.196956,24.196751,9.2404,3.726956,0.337352,4,0.270696,1.742506,47.67572,24.331731,14,14,9.913091,1.094903,3.237005,1.508442,0.694751,51.56348,190,1.20855,-0.013811,12.685247,278.291186,12.669445,-0.450281,-0.028632,1.31993,10.984072,1.449045,24405.57742,1156,401.223525,1.41763,0.64103,957.015152,3.791357,516.333333,1.882576,0.972638,3.10557,517.359998,0
0.454338,0,1,0,2.520918,0.173666,0,0,0.454338,1.992983,0,0.454338,1.953962,0,1.167408,12.511313,6.269738,0,0.878613,0.282758,0,1.965431,0,0,0.522195,2.030756,0.71281,0,2,0.440993,1.599537,0,1.615818,0.011308,0,0,0.517165,-0.39821,1,0,0,1.187796,-0.39821,11.85,0.240572,3.990961,2.416707,3.97561,4.082425,1.259292,4.126766,1.97058,11.818195,34.968854,2,2,0.041431,0.333106,0,0,109.825918,-4.707458,1,0.594931,9.929273,1,1,0.567027,4.724702,5.454767,4.064852,1.306,3,4.053437,5.105853,5.437708,6.994191,0.422966,1.664,7.185221,2,4,10,1.651,52.784734,3.888173,1.883413,5.005129,0,114.08,0.009014,-1.99376,0.412273,4.66457,0.02529,2.883821,103,187.278569,187.278569,374.557138,0.574724,0.12774,0,3.018333,0,21.16953,87,3.881188,0,781,0.672172,264.927505,0,0.426334,0.970827,3.117034,6.534931,3.704943,327.593507,17.025324,-5.482269,1.555645,3.019809,6,-0.272843,3,3.861253,-0.366756,8.537933,0.137617,1.258962,392.144805,-1.399665,2.529036,1,3.923098,2.014555,14.098322,2.815068,2.887624,0.208333,110,0.294398,85,5.59021,-2.083494,0.33257,1.826243,0.04197,3,3.851246,9,144.093016,0,0.0625,0.036617,26.397491,0.130277,2.622251,4077.293416,68.306611,0.006322,69,11.30611,100,0.515489,6,1,1.161573,0.44194,6.746008,2.883062,2.939,3.937051,0.716228,0.065767,7.25336,0.52826,0.18603,0.011996,0,2.568606,0.022101,533.237775,264.444444,1.819412,0.632214,10.344931,-0.037882,10.380994,4.20647,8.399977,1.878571,0.164705,13,0.22916,1.904929,227.757202,8.604654,4.80197,4.104494,0,51,10610.41514,1.025033,7.568896,40,3.548947,0,11.24255,11.134203,543.477372,11.059726,11.059956,4.42698,3.35064,0.199081,7,0.281627,1.147906,104.545985,11.213749,0,0,9.434843,0.515913,2.502796,0.978712,0.732771,47.154608,92,0,0.05409,7.170383,95.393467,12.252446,3.694693,-0.304568,0.750976,10.580124,0.9338,11830.97185,336,162.465006,1.972978,0.625,474.469696,3.455345,349.779835,1.364183,1.025576,2.49009,204.08855,0
0.701763,0,0,0,1.598343,0,0,0,0.431363,1.936139,0,1.133126,1.837269,0,0.464159,8.687967,0,1.122197,0.615636,0.431363,0,1.809293,0,0.111111,0.793998,1.943429,5.000102,0.556352,0,-0.261468,1.383555,0,-0.742742,-0.004587,0.565845,0,-0.312078,-0.359425,2,0,0,0.969902,-0.359425,11.85,0.223008,3.773597,-0.956439,3.571439,3.776878,1.927124,4.179567,1.949827,10.730702,15.996928,1,1,-0.013031,-0.152079,0,0,86.25641,-4.283246,0,0.041359,7.381503,2,2,0.499357,3.791598,0.598408,3.849924,-0.088,0,3.881802,3.866918,5.715312,3.942795,0.102062,0.955,3.840795,2,1,9,0.942,53.958628,3.55244,1.826146,4.826204,0.392692,19.05,0.000583,-1.835633,0.03963,4.809765,0.049285,2.83544,16,125.978886,125.978886,251.957772,0.074653,0.106828,6,3.07427,0,13.096815,14,3.913652,0,219,0.687907,192.11387,0.005963,0.485239,0.862472,2.964768,2.651826,3.064604,274.083333,13.260935,-0.359425,1.02601,2.998837,5,-0.004682,1,1.436196,-0.308825,6.366041,-0.150393,0.793998,232.666667,2.62449,0.93642,0,3.7262,1.965979,8.69344,2.623646,2.768743,0.578947,18,-0.157218,25,2.601793,-0.82699,1.598343,1.671985,0.07181,2,3.542491,11,-172.56966,0.326103,0.045625,-0.013471,14.495243,0.032075,2.665925,2190.189807,36.123986,0.017014,24,9.736193,19,0.471722,3,0,1.226835,0.43333,4.368656,2.764636,2.478,3.679976,0.83393,0.104072,3.653005,0.53658,0.17771,0.027549,2,1.032797,0.042952,127.045378,159.5,1.623396,0.323265,9.069813,-0.012723,8.977273,3.788876,5.301217,1.073795,0.230488,8,0.11364,1.84818,174.777778,7.612337,4.342969,3.341643,0,23,11721.70518,0,6.670766,20,3.360373,0,9.714444,9.858675,539.595096,9.848979,9.850099,5.16209,3.353395,0.016038,5,0.334086,1.227487,38.424383,9.598306,0,0,8.200014,0.479756,2.64432,0.856597,0.732865,48.788561,20,0,-0.08381,9.434159,75.95439,10.515777,-3.027538,-0.148488,0.847145,9.339788,1.031013,15127.37873,413,184.130686,1.529084,0.57895,507.966192,3.371595,201.166667,1.685251,0.980923,2.554573,167.443935,0
0.697081,0,0,0,2.022034,0,0,0,0.697081,1.748105,1.11625,0.697081,1.550534,0,0.946721,8.256546,0,0.880409,0.565331,0.697081,0,1.515725,0,0.333333,0.697081,1.718073,0.617336,0.880409,0,-0.15721,1.636191,3.656642,-0.854191,-0.007861,0.880409,0.813819,-0.294437,-0.646013,4,0,0,1.766669,-0.646013,11.988629,0.371521,3.703259,-0.103589,3.720677,3.677749,0.697081,4.619835,1.654553,10.317901,16.00645,0,0,-0.04271,-0.258788,0,0,100.193237,-7.484199,2,0.136457,12.933622,1,1,0.813819,3.832945,1.550344,3.860469,0.612,0,3.88492,3.4746,12.434633,5.501258,0.411866,0.46,5.594711,4,2,16,0.452,37.632396,3.487891,1.739543,4.95614,0,52.09,0.005248,-3.272271,0.196591,4.779711,0.035118,2.383093,36,106.171268,106.171268,212.342535,0.197066,0.154707,1,2.876353,0.704399,25.368255,32,3.952941,2.258049,322,0.652785,158.251494,0,0.447697,1.016554,2.820783,3.968944,3.387177,267.833333,12.490737,-0.691043,1.803526,2.869233,8,-0.029895,2,1.756516,-0.328985,7.153834,-0.08765,0.880409,226.777778,4.325893,1.018434,0,3.783531,1.991359,5.893477,2.335159,2.583065,0.222222,34,-0.024141,34,2.891798,0.603262,0.885602,1.407617,0.056662,6,3.53173,12,103.814256,-0.182406,0.089383,-0.003984,20.669991,0.093651,2.151992,1855.496661,32.989532,0.004204,36,10.377763,29,0.704399,6,0,1.03377,0.43878,5.220356,2.517758,0.635,3.752737,0.213683,0.085053,4.505953,0.41923,0.29506,0.007786,1,1.816329,0.016353,140.117975,121.166667,1.377411,0.121929,9.46475,0.02413,9.532061,4.349649,5.754314,0.556009,0.19181,7,0.18348,1.658232,142.944444,7.902857,4.436605,3.795847,1,30,4322.222647,0.284518,6.978214,20,3.0076,0.885602,8.51144,8.06566,233.082248,8.06139,8.061579,3.09249,3.017479,0.063722,6,0.302979,0.992362,92.774833,7.934066,3,3,8.67744,0.342499,1.969197,0.607535,0.730226,33.853244,31,1.337481,0.157344,6.761825,33.718971,11.231053,5.190713,0.146213,0.205473,9.808737,0.376797,7204.659969,280,102.041925,1.953153,0.70588,332.69202,3.056499,170.527778,1.414819,1.095304,1.877284,190.551792,0
0,0,0,0,0,0,0,2,0,2.042114,0,0,1.993564,2,0,12.460232,0,0,1.030272,0,0,1.97699,0,0,0,2.055837,0,0,0,-0.044385,1.425051,0,-0.161445,-0.000444,0,0,-0.10732,2.022617,0,2,2,0.22525,0,11.994298,0.031854,3.951749,0.134178,3.64774,3.957166,0,3.722163,2.077107,0,31.972072,4,4,-0.001614,-0.136191,2,2,22.119753,-0.518182,2,0.028385,0,0,0,0.311054,3.944909,7.383137,3.986981,0.003,2,4.005931,6.124863,3.225787,7.038674,0.295361,1.03,7.131224,1,7,6,1.009,64.127275,3.666746,1.894302,4.07566,0.266432,163.02,0.000229,-0.319325,0.055348,3.916821,0.029156,2.879936,146,264.55137,264.55137,533.006405,0.251736,0.126732,5,3.184798,0,6.418407,132,3.307049,0,914,0.986,362.823631,0,0.432387,1.247689,2.888077,5.1915,2.921194,188,24.227564,-8.90134,0.140263,3.092526,1,-0.00578,4,4.460269,-0.335346,8.465064,0.018021,1.329383,202.111111,3.780423,3.352957,0,3.811714,2.098355,27.39034,2.8252,2.88103,0.12,134,0.091282,91,6.380557,0.00046,-8.90134,1.740974,0.045053,0,3.658615,13,-516.686124,1.321546,0.03125,0.001082,8.365128,0.164299,2.86043,2806.354374,30.837012,0.016153,67,11.03106,115,0.151054,1,3,1.330046,0.44667,6.700808,2.894842,1.59,3.752519,0.893868,0.070116,7.399964,0.61538,0.09891,0.028251,0,0.1425,0.045354,155.977903,159.916667,1.695701,1.857644,10.137017,0.000004,10.132812,3.974861,8.291625,4.127258,0.172742,12,0.04808,1.912929,194.916667,8.437067,4.630633,0.533442,0,48,19362.24939,0.247194,7.434257,36,3.627567,2.571233,11.380863,11.122828,887.420344,11.122573,11.122608,5.73394,3.358784,0.343622,2,0.276853,1.377565,28.063544,11.116145,0,0,9.228082,0.736009,2.774072,1.001194,0.679134,55.09544,99,0,-0.167554,7.133404,163.12676,11.938134,-5.166861,0.000332,0.963414,10.342613,1.098347,18946.157,360,212.378502,1.130062,0.625,648.54814,3.619193,219.833333,1.833527,0.943733,2.792926,167.920648,0
